project_id,year,chain_length,frequency
1043984,2018,5,29
1043984,2018,6,17
1043984,2018,7,6
1043984,2018,8,4
1043984,2018,9,2
1043984,2018,10,5
1043984,2018,11,2
1043984,2018,12,1
1043984,2018,15,1
1043984,2018,19,1
1043984,2018,21,1
1043984,2018,23,1
1043984,2018,24,1
827128,2018,1,5
941642,2018,1,311864
941642,2018,2,16527
941642,2018,3,4540
941642,2018,4,2254
941642,2018,5,777
941642,2018,6,419
941642,2018,7,198
941642,2018,8,95
941642,2018,9,57
941642,2018,10,46
941642,2018,11,32
941642,2018,12,152
941642,2018,13,15
941642,2018,14,17
941642,2018,15,9
941642,2018,16,9
941642,2018,17,12
941642,2018,18,4
941642,2018,19,3
941642,2018,20,2
941642,2018,21,1
941642,2018,22,6
941642,2018,23,4
941642,2018,24,4
941642,2018,25,5
941642,2018,26,7
941642,2018,27,2
941642,2018,28,1
941642,2018,39,1
941642,2018,41,1
941642,2018,47,1
941642,2018,61,1
941642,2018,62,2
941642,2018,78,2
941642,2018,79,1
941642,2018,125,1
941642,2018,231,1
1002440,2018,1,1
1033959,2018,0,0
1085554,2018,1,236
1085554,2018,2,5
1085554,2018,6,1
994087,2018,1,4
139653,2018,1,84
139653,2018,2,6
781103,2018,1,5240
781103,2018,2,376
781103,2018,3,72
781103,2018,4,23
781103,2018,5,2
781103,2018,6,2
781103,2018,7,2
781103,2018,8,1
816191,2018,1,83183
816191,2018,2,4554
816191,2018,3,2832
816191,2018,4,172
816191,2018,5,37
816191,2018,6,38
816191,2018,7,12
816191,2018,8,7
816191,2018,9,12
816191,2018,10,6
816191,2018,11,10
816191,2018,12,9
816191,2018,13,2
816191,2018,14,2
816191,2018,17,3
816191,2018,18,6
816191,2018,19,2
816191,2018,20,1
816191,2018,21,2
816191,2018,22,3
816191,2018,24,2
816191,2018,27,1
816191,2018,36,1
816191,2018,44,1
838198,2018,1,3429
838198,2018,2,169
838198,2018,3,8
838198,2018,4,6
838198,2018,5,2
838198,2018,6,3
838198,2018,8,1
1049669,2018,1,22
1049669,2018,2,1
958028,2018,1,51
958028,2018,2,1
958028,2018,3,1
738579,2018,0,0
1025498,2018,1,357
1025498,2018,2,33
1025498,2018,3,5
1025498,2018,4,7
763187,2018,1,231
763187,2018,2,11
763187,2018,3,1
763187,2018,6,1
1040714,2018,1,1014
1040714,2018,2,26
1040714,2018,3,2
1121793,2018,0,0
737736,2018,1,710
737736,2018,2,66
737736,2018,3,8
864417,2018,1,618
864417,2018,2,27
864417,2018,3,7
706,2018,1,3118
706,2018,2,30
706,2018,3,1
706,2018,5,1
1000782,2018,1,174
1000782,2018,2,11
1000782,2018,3,1
953262,2018,1,2303
953262,2018,2,153
953262,2018,3,9
953262,2018,4,1
953262,2018,5,2
955625,2018,1,5
786983,2018,1,8685
786983,2018,2,127
786983,2018,3,28
786983,2018,4,12
786983,2018,5,3
786983,2018,6,1
786983,2018,15,1
1125963,2018,1,68
1125963,2018,2,19
756248,2018,1,10292
756248,2018,2,555
756248,2018,3,132
756248,2018,4,25
756248,2018,5,12
756248,2018,6,12
756248,2018,7,4
756248,2018,8,11
756248,2018,9,8
756248,2018,10,2
756248,2018,11,1
990472,2018,1,10
157084,2018,1,365
157084,2018,2,19
157084,2018,3,1
157084,2018,4,1
157084,2018,8,1
1051544,2018,1,4
937559,2018,1,1238
937559,2018,2,209
937559,2018,3,19
937559,2018,4,10
937559,2018,5,2
937559,2018,8,2
1095165,2018,1,1024
1095165,2018,2,64
1095165,2018,3,36
1095165,2018,4,5
1095165,2018,7,1
1014002,2018,1,59
1014002,2018,2,10
1014002,2018,3,4
826323,2018,1,1514
826323,2018,2,8
826323,2018,3,2
1026673,2018,1,8896
1026673,2018,2,1499
1026673,2018,3,941
933307,2018,1,5525
933307,2018,2,372
933307,2018,3,60
933307,2018,4,12
933307,2018,5,5
933307,2018,6,3
990349,2018,1,4631
990349,2018,2,175
990349,2018,3,17
990349,2018,5,1
990349,2018,6,4
990349,2018,7,5
736461,2018,1,2697
736461,2018,2,57
736461,2018,3,5
751278,2018,1,663
751278,2018,2,25
751278,2018,3,13
751278,2018,4,2
32156,2018,1,131
32156,2018,2,5
32156,2018,3,1
761715,2018,1,39043
761715,2018,2,2707
761715,2018,3,333
761715,2018,4,99
761715,2018,5,37
761715,2018,6,22
761715,2018,7,20
761715,2018,8,11
761715,2018,9,9
761715,2018,10,4
761715,2018,11,4
761715,2018,12,2
761715,2018,13,3
761715,2018,16,1
761715,2018,17,4
761715,2018,18,1
761715,2018,21,1
913117,2018,1,451
913117,2018,2,17
913117,2018,3,4
972799,2018,1,4
766473,2018,1,619
766473,2018,2,20
766473,2018,3,4
1106776,2018,1,2216
1106776,2018,2,70
1106776,2018,3,13
898514,2018,1,919
898514,2018,2,45
898514,2018,3,8
898514,2018,4,3
1110880,2018,0,0
1006117,2018,1,48022
1006117,2018,2,1103
1006117,2018,3,87
1006117,2018,4,21
1006117,2018,5,1
1006117,2018,6,1
1006117,2018,9,2
1006117,2018,10,1
1006117,2018,14,1
1006117,2018,20,1
811205,2018,1,5
839782,2018,1,288
839782,2018,2,17
839782,2018,3,4
839782,2018,4,6
1044568,2018,1,764
776110,2018,1,1009
776110,2018,2,113
776110,2018,3,14
776110,2018,4,3
311298,2018,0,0
894315,2018,1,7
950753,2018,1,245
950753,2018,2,20
950753,2018,3,1
950753,2018,4,1
950753,2018,5,1
769511,2018,1,207
769511,2018,2,16
1058912,2018,1,4
1008641,2018,1,49
1008641,2018,2,1
755372,2018,1,15593
755372,2018,2,1042
755372,2018,3,145
755372,2018,4,26
755372,2018,6,1
1008108,2018,1,14795
1008108,2018,2,1033
1008108,2018,3,148
1008108,2018,4,75
1008108,2018,5,15
1008108,2018,6,10
1008108,2018,7,1
1008108,2018,8,1
1008108,2018,9,1
820220,2018,1,1032
820220,2018,2,26
950334,2018,1,914
950334,2018,2,2
1016235,2018,1,1791
1016235,2018,2,63
1016235,2018,3,3
1016235,2018,4,1
1124116,2018,1,446
1124116,2018,2,31
1124116,2018,3,3
1124116,2018,4,1
1124116,2018,5,1
1124116,2018,6,1
1124116,2018,12,1
733655,2018,1,618
733655,2018,2,5
733655,2018,3,1
952520,2018,1,205
952520,2018,2,10
952520,2018,3,2
274507,2018,1,206
274507,2018,2,9
274507,2018,3,5
274507,2018,4,1
1065338,2018,1,578
1065338,2018,2,10
1065338,2018,3,4
1074785,2018,1,921
1074785,2018,2,104
1074785,2018,3,20
1074785,2018,4,9
1074785,2018,5,1
1074785,2018,6,3
738623,2018,1,2990
738623,2018,2,160
738623,2018,3,75
738623,2018,4,7
738623,2018,5,2
859240,2018,1,1435
859240,2018,2,16
859240,2018,3,4
1054433,2018,1,552
1054433,2018,2,50
1054433,2018,3,6
1054433,2018,4,1
1054433,2018,7,2
1054433,2018,9,3
1090628,2018,1,940
1090628,2018,2,38
1090628,2018,3,6
914058,2018,1,53
914058,2018,2,11
914058,2018,3,1
737943,2018,1,15090
737943,2018,2,476
737943,2018,3,53
737943,2018,7,1
949739,2018,1,3584
949739,2018,2,174
949739,2018,3,62
949739,2018,4,28
949739,2018,5,18
949739,2018,6,10
949739,2018,7,9
949739,2018,8,2
949739,2018,9,3
949739,2018,10,2
949739,2018,11,1
949739,2018,12,1
949739,2018,17,1
949739,2018,18,1
1102872,2018,1,1016
1102872,2018,2,51
1102872,2018,3,6
1062603,2018,1,787
1062603,2018,2,25
1062603,2018,4,1
783192,2018,1,7192
783192,2018,2,449
783192,2018,3,74
783192,2018,4,34
783192,2018,5,14
783192,2018,6,2
783192,2018,7,4
783192,2018,8,2
783192,2018,10,1
783192,2018,12,2
783192,2018,16,1
1072777,2018,1,253822
1072777,2018,2,32610
1072777,2018,3,10727
1072777,2018,4,3943
1072777,2018,5,1576
1072777,2018,6,594
1072777,2018,7,1045
1072777,2018,8,823
1072777,2018,9,556
1072777,2018,10,606
1072777,2018,11,391
1072777,2018,12,235
1072777,2018,13,109
1072777,2018,14,100
1072777,2018,15,47
1072777,2018,16,39
1072777,2018,17,18
1072777,2018,18,17
1072777,2018,19,18
1072777,2018,20,11
1072777,2018,21,12
1072777,2018,22,5
1072777,2018,23,5
1072777,2018,24,8
1072777,2018,25,2
1072777,2018,26,7
1072777,2018,27,9
1072777,2018,28,4
1072777,2018,29,4
1072777,2018,30,3
1072777,2018,31,4
1072777,2018,32,1
1072777,2018,33,4
1072777,2018,34,3
1072777,2018,37,1
1072777,2018,38,2
1072777,2018,39,3
1072777,2018,40,2
1072777,2018,42,1
1072777,2018,43,1
1072777,2018,44,1
1072777,2018,49,1
1072777,2018,55,2
1072777,2018,65,1
1056915,2018,1,787
1056915,2018,2,57
1056915,2018,3,12
1056915,2018,4,5
1056915,2018,5,1
1056915,2018,6,5
813664,2018,1,56992
813664,2018,2,1405
813664,2018,3,101
813664,2018,4,5
813664,2018,5,1
787597,2018,1,1826
787597,2018,2,204
787597,2018,3,35
787597,2018,5,1
1079955,2018,1,10
1036680,2018,1,1026
1036680,2018,2,49
1036680,2018,3,9
1036680,2018,4,3
1049847,2018,1,11784
1049847,2018,2,2108
1049847,2018,3,1578
1049847,2018,4,296
1049847,2018,5,42
1049847,2018,6,7
1049847,2018,7,9
1049847,2018,8,1
1049847,2018,9,1
1049847,2018,11,1
758807,2018,1,7958
758807,2018,2,353
758807,2018,3,19
133427,2018,0,0
1100614,2018,1,145014
1100614,2018,2,6397
1100614,2018,3,465
1100614,2018,4,82
1100614,2018,5,8
1100614,2018,6,3
1100614,2018,10,1
1100614,2018,24,1
922633,2018,1,1931
922633,2018,2,118
922633,2018,3,21
922633,2018,4,16
922633,2018,5,10
922633,2018,6,5
922633,2018,7,3
922633,2018,8,2
922633,2018,9,3
922633,2018,10,1
1115155,2018,1,10
1060575,2018,0,0
1113790,2018,1,377
1113790,2018,2,57
1113790,2018,3,14
1113790,2018,4,18
1113790,2018,5,11
1113790,2018,6,4
1113790,2018,7,3
1113790,2018,9,2
1113790,2018,12,1
771007,2018,1,535
771007,2018,2,16
771007,2018,3,2
771007,2018,4,1
1080208,2018,1,2181
1080208,2018,2,113
1080208,2018,3,24
1080208,2018,4,4
1080208,2018,5,2
1080208,2018,6,3
1080208,2018,8,2
1080208,2018,9,2
932910,2018,1,263
932910,2018,2,9
932910,2018,3,1
741698,2018,1,3161
741698,2018,2,139
741698,2018,3,58
741698,2018,4,31
741698,2018,5,39
741698,2018,6,5
741698,2018,7,4
741698,2018,8,3
741698,2018,9,1
700740,2018,1,204
700740,2018,2,16
700740,2018,4,2
768895,2018,1,185
768895,2018,2,8
768895,2018,3,2
751536,2018,1,23361
751536,2018,2,749
751536,2018,3,99
751536,2018,4,15
751536,2018,5,2
751536,2018,10,2
751536,2018,11,1
1027912,2018,1,91596
1027912,2018,2,15424
1027912,2018,3,1769
1027912,2018,4,233
1027912,2018,5,151
1027912,2018,6,129
1027912,2018,7,28
1027912,2018,8,8
1027912,2018,9,13
1027912,2018,10,15
1027912,2018,11,2
1027912,2018,12,1
1027912,2018,13,3
1027912,2018,14,2
1027912,2018,17,8
945915,2018,1,53
945915,2018,2,3
1079778,2018,1,342
1079778,2018,2,5
1052071,2018,1,36
1052071,2018,2,2
944953,2018,1,9
944953,2018,2,1
305950,2018,1,104
305950,2018,2,4
305950,2018,4,1
305950,2018,6,1
1087003,2018,1,571
1087003,2018,2,20
1024890,2018,1,6236
1024890,2018,2,414
1024890,2018,3,54
1024890,2018,4,16
1024890,2018,5,9
1024890,2018,6,4
1024890,2018,7,3
1024890,2018,8,2
1024890,2018,9,4
1024890,2018,10,1
1024890,2018,11,1
789034,2018,1,1619
789034,2018,2,46
789034,2018,3,3
789034,2018,4,1
762775,2018,1,414
762775,2018,2,114
762775,2018,3,2
1043621,2018,1,4
993182,2018,1,566
993182,2018,2,47
993182,2018,3,13
993182,2018,4,10
993182,2018,5,1
993182,2018,6,5
993182,2018,7,2
993182,2018,11,1
993182,2018,13,1
749351,2018,1,6389
749351,2018,2,178
749351,2018,3,3
749351,2018,4,6
749351,2018,5,2
923,2018,1,186
923,2018,2,7
923,2018,3,2
1104785,2018,1,33799
1104785,2018,2,1316
1104785,2018,3,31
1104785,2018,4,13
1104785,2018,5,2
1104785,2018,6,9
1104785,2018,7,1
1104785,2018,8,1
758282,2018,1,125674
758282,2018,2,5174
758282,2018,3,625
758282,2018,4,99
758282,2018,5,47
758282,2018,6,21
758282,2018,7,11
758282,2018,8,6
758282,2018,9,7
758282,2018,10,3
758282,2018,13,1
758282,2018,17,2
758282,2018,20,1
900912,2018,1,32
900912,2018,2,3
1040226,2018,1,869
1040226,2018,2,181
1040226,2018,3,73
1072954,2018,1,1624
1072954,2018,2,116
1072954,2018,3,8
1072954,2018,4,4
1072954,2018,5,4
1072954,2018,6,4
1072954,2018,7,2
1072954,2018,9,1
390509,2018,1,4
845434,2018,1,52421
845434,2018,2,1510
845434,2018,3,302
845434,2018,4,136
845434,2018,5,48
845434,2018,6,11
845434,2018,7,6
845434,2018,8,1
845434,2018,9,1
1006340,2018,1,4
736733,2018,1,17036
736733,2018,2,526
736733,2018,3,137
736733,2018,4,1
736733,2018,5,1
1112467,2018,1,932
1112467,2018,2,99
1112467,2018,3,1
1112467,2018,4,1
751903,2018,1,743
751903,2018,2,25
751903,2018,3,1
824303,2018,1,3340
824303,2018,2,113
824303,2018,3,20
824303,2018,4,6
824303,2018,6,2
824303,2018,7,2
909942,2018,1,1856
909942,2018,2,74
744850,2018,1,5997
744850,2018,2,230
744850,2018,3,9
744850,2018,4,8
744850,2018,5,1
854692,2018,1,3193
854692,2018,2,454
854692,2018,3,70
854692,2018,4,2
1104314,2018,1,10646
1104314,2018,2,1369
1104314,2018,3,187
1104314,2018,4,66
1104314,2018,5,19
1104314,2018,6,10
1104314,2018,7,7
1104314,2018,8,6
1104314,2018,9,5
1104314,2018,10,7
1104314,2018,11,1
1104314,2018,12,5
1104314,2018,13,1
1104314,2018,14,3
1104314,2018,15,1
1017863,2018,1,10
1115699,2018,1,780
1115699,2018,2,57
1115699,2018,3,6
1115699,2018,4,1
1115699,2018,5,2
1115699,2018,6,9
1125171,2018,1,4
1059160,2018,1,4
745257,2018,1,166302
745257,2018,2,7489
745257,2018,3,2335
745257,2018,4,503
745257,2018,5,113
745257,2018,6,19
745257,2018,7,8
745257,2018,8,4
745257,2018,9,1
745257,2018,10,9
745257,2018,11,2
745257,2018,12,2
745257,2018,13,1
745257,2018,16,1
744245,2018,1,8570
744245,2018,2,129
744245,2018,3,10
744245,2018,4,1
740630,2018,1,6401
740630,2018,2,432
740630,2018,3,32
740630,2018,4,11
740630,2018,5,4
740630,2018,7,1
740630,2018,9,1
992861,2018,1,21088
992861,2018,2,936
992861,2018,3,205
992861,2018,4,33
992861,2018,5,13
992861,2018,6,6
992861,2018,7,2
992861,2018,8,5
992861,2018,10,3
992861,2018,11,18
992861,2018,13,1
1058685,2018,1,9
1058685,2018,2,1
1121573,2018,1,9
1121573,2018,2,1
887338,2018,1,810
887338,2018,2,75
887338,2018,3,1
971901,2018,1,5044
971901,2018,2,1016
971901,2018,3,90
971901,2018,4,3
933483,2018,1,1967
933483,2018,2,104
933483,2018,3,20
933483,2018,4,21
933483,2018,5,7
933483,2018,6,3
355,2018,1,8
355,2018,2,1
890350,2018,1,1581
890350,2018,2,207
890350,2018,3,39
890350,2018,4,12
890350,2018,5,8
890350,2018,6,6
890350,2018,8,1
890350,2018,9,1
890350,2018,10,2
890350,2018,11,2
890350,2018,20,2
939022,2018,1,159
939022,2018,2,5
939022,2018,3,1
939022,2018,5,1
939022,2018,7,1
804917,2018,1,1430
804917,2018,2,228
274252,2018,1,254
274252,2018,2,17
274252,2018,3,1
274252,2018,4,3
274252,2018,6,1
274252,2018,8,1
951465,2018,1,13085
951465,2018,2,505
951465,2018,3,71
951465,2018,4,48
951465,2018,7,5
1044541,2018,1,9
1044541,2018,2,1
733943,2018,1,698
733943,2018,2,110
733943,2018,3,61
733943,2018,4,11
733943,2018,5,1
733943,2018,7,1
380653,2018,1,90
380653,2018,2,3
380653,2018,3,1
788400,2018,1,1433
788400,2018,2,33
788400,2018,3,7
860610,2018,1,56
860610,2018,2,1
1069413,2018,1,4
898786,2018,1,1463
898786,2018,2,81
898786,2018,3,3
1088989,2018,1,1016
1088989,2018,2,75
1088989,2018,3,25
1088989,2018,4,11
1088989,2018,5,10
1088989,2018,6,3
1062585,2018,1,13523
1062585,2018,2,225
1062585,2018,3,11
1062585,2018,5,1
1073461,2018,1,277628
1073461,2018,2,19591
1073461,2018,3,2556
1073461,2018,4,615
1073461,2018,5,193
1073461,2018,6,73
1073461,2018,7,46
1073461,2018,8,25
1073461,2018,9,19
1073461,2018,10,6
1073461,2018,11,5
1073461,2018,12,3
1073461,2018,13,4
1073461,2018,14,2
1073461,2018,15,1
1073461,2018,21,1
834872,2018,1,578
834872,2018,2,7
974754,2018,1,815
974754,2018,2,28
974754,2018,5,1
918052,2018,1,1568
918052,2018,2,290
918052,2018,3,110
918052,2018,4,16
1125770,2018,1,42247
1125770,2018,2,1864
1125770,2018,3,372
1125770,2018,4,115
1125770,2018,5,53
1125770,2018,6,19
1125770,2018,7,11
1125770,2018,9,2
1125770,2018,10,2
1125770,2018,11,1
1125770,2018,12,2
1125770,2018,17,1
1125770,2018,22,2
1125770,2018,24,1
899112,2018,1,1333
899112,2018,2,95
899112,2018,3,9
899112,2018,4,11
899112,2018,5,3
899112,2018,6,2
899112,2018,7,5
899112,2018,9,1
945625,2018,1,277628
945625,2018,2,19591
945625,2018,3,2556
945625,2018,4,615
945625,2018,5,193
945625,2018,6,73
945625,2018,7,46
945625,2018,8,25
945625,2018,9,19
945625,2018,10,6
945625,2018,11,5
945625,2018,12,3
945625,2018,13,4
945625,2018,14,2
945625,2018,15,1
945625,2018,21,1
882736,2018,1,1759
882736,2018,2,116
760748,2018,1,2402
760748,2018,2,292
760748,2018,3,82
966833,2018,1,5664
966833,2018,2,878
966833,2018,3,26
966833,2018,4,35
966833,2018,5,12
966833,2018,7,7
966833,2018,8,36
966833,2018,9,79
966833,2018,10,108
966833,2018,11,104
966833,2018,14,2
995813,2018,1,353
911420,2018,1,460
911420,2018,2,6
911420,2018,3,26
810668,2018,1,19108
810668,2018,2,598
810668,2018,3,30
810668,2018,4,9
810668,2018,5,2
810668,2018,6,4
810668,2018,16,1
810668,2018,18,1
810668,2018,20,1
810668,2018,42,1
872279,2018,1,827
872279,2018,2,109
872279,2018,3,11
872279,2018,4,2
872279,2018,5,1
420,2018,1,2458
420,2018,2,164
420,2018,3,33
420,2018,4,13
420,2018,5,4
420,2018,6,4
420,2018,7,1
420,2018,8,1
420,2018,9,1
995124,2018,1,950
995124,2018,2,109
995124,2018,3,30
995124,2018,4,18
995124,2018,5,16
360372,2018,1,183
360372,2018,2,23
360372,2018,3,3
360372,2018,4,1
885169,2018,1,2915
885169,2018,2,219
885169,2018,3,31
885169,2018,4,2
885169,2018,5,2
1128415,2018,1,216539
1128415,2018,2,15954
1128415,2018,3,2624
1128415,2018,4,655
1128415,2018,5,201
1128415,2018,6,80
1128415,2018,7,67
1128415,2018,8,26
1128415,2018,9,2
1128415,2018,10,2
1128415,2018,12,2
1128415,2018,14,3
1128415,2018,16,2
623098,2018,1,273
623098,2018,2,2
623098,2018,3,1
1087912,2018,1,4
959792,2018,1,4
1081011,2018,1,66996
1081011,2018,2,4321
1081011,2018,3,1026
1081011,2018,4,303
1081011,2018,5,87
1081011,2018,6,25
1081011,2018,7,18
1081011,2018,8,1
1081011,2018,9,6
1081011,2018,10,5
1081011,2018,12,1
1081011,2018,13,3
1081011,2018,14,1
1081011,2018,15,1
1081011,2018,16,1
1081011,2018,18,1
1081011,2018,22,2
1081011,2018,26,1
1081011,2018,63,1
834722,2018,1,3191
834722,2018,2,263
834722,2018,3,30
834722,2018,4,11
834722,2018,5,1
834722,2018,7,10
834722,2018,10,1
834722,2018,11,1
834722,2018,44,1
1042940,2018,1,4
983894,2018,1,340
983894,2018,2,1
983894,2018,3,1
1111191,2018,1,48
1111191,2018,2,1
1111191,2018,3,2
1007772,2018,1,14
1007772,2018,2,5
856991,2018,1,337
856991,2018,2,19
856991,2018,3,3
256759,2018,1,634
256759,2018,2,7
1094232,2018,1,9
1094232,2018,2,1
987747,2018,1,11743
987747,2018,2,554
987747,2018,3,10
823970,2018,1,698
823970,2018,2,21
970128,2018,1,1468
970128,2018,2,602
970128,2018,3,38
970128,2018,4,5
970128,2018,6,1
970128,2018,7,3
970128,2018,8,1
970128,2018,14,2
970128,2018,27,1
784236,2018,1,15763
784236,2018,2,473
784236,2018,3,60
784236,2018,4,23
784236,2018,5,3
784236,2018,6,1
1113922,2018,1,580
1113922,2018,2,50
1113922,2018,3,16
1113922,2018,4,4
1113922,2018,5,5
1113922,2018,6,2
870980,2018,1,91
870980,2018,2,6
1029292,2018,1,292118
1029292,2018,2,18529
1029292,2018,3,3931
1029292,2018,4,638
1029292,2018,5,188
1029292,2018,6,87
1029292,2018,7,27
1029292,2018,8,16
1029292,2018,9,10
1029292,2018,10,10
1029292,2018,11,7
1029292,2018,12,5
1029292,2018,13,3
1029292,2018,14,3
1029292,2018,15,2
1029292,2018,16,5
1029292,2018,17,4
1029292,2018,20,2
1029292,2018,21,2
1029292,2018,22,3
1029292,2018,25,1
1029292,2018,29,1
1029292,2018,40,1
1029292,2018,47,1
1040994,2018,1,48
1040994,2018,4,1
836738,2018,1,2939
836738,2018,2,59
836738,2018,3,7
1037314,2018,1,4
974180,2018,1,1202527
974180,2018,2,39094
974180,2018,3,3765
974180,2018,4,1148
974180,2018,5,583
974180,2018,6,241
974180,2018,7,154
974180,2018,8,85
974180,2018,9,63
974180,2018,10,43
974180,2018,11,26
974180,2018,12,31
974180,2018,13,9
974180,2018,14,7
974180,2018,15,8
974180,2018,16,2
974180,2018,17,14
974180,2018,18,2
974180,2018,19,7
974180,2018,20,2
974180,2018,21,4
974180,2018,22,3
974180,2018,23,1
974180,2018,24,1
974180,2018,25,1
974180,2018,26,1
974180,2018,27,2
974180,2018,28,1
974180,2018,29,3
974180,2018,31,2
974180,2018,36,1
974180,2018,40,1
974180,2018,52,1
1100912,2018,1,544
1100912,2018,2,17
1100912,2018,3,7
1100912,2018,4,1
1100912,2018,5,1
1100912,2018,6,3
985198,2018,1,4075
985198,2018,2,207
985198,2018,3,45
985198,2018,4,24
985198,2018,5,7
985198,2018,6,13
985198,2018,7,4
