project_id,year,chain_length,frequency
955244,2018,7,1
955244,2018,8,1
955244,2018,11,1
312892,2018,1,2
1054885,2018,1,187
1054885,2018,2,46
1054885,2018,3,1
1054885,2018,4,6
1054885,2018,6,1
1104096,2018,1,682
1104096,2018,2,19
1104096,2018,4,2
1104096,2018,5,3
1104096,2018,7,3
1104096,2018,11,1
1123635,2018,1,15000
1123635,2018,2,2472
1123635,2018,3,332
1123635,2018,4,63
1123635,2018,5,15
1123635,2018,6,9
1123635,2018,8,4
1123635,2018,9,3
1123635,2018,11,1
1123635,2018,12,1
1123635,2018,13,1
1126076,2018,1,7115
1126076,2018,2,261
1126076,2018,3,55
1126076,2018,4,13
1126076,2018,5,3
1126076,2018,6,15
1126076,2018,8,1
1126076,2018,9,2
1126076,2018,13,1
734031,2018,1,8509
734031,2018,2,179
734031,2018,3,13
734031,2018,4,1
734031,2018,6,1
204843,2018,1,432
204843,2018,2,46
204843,2018,3,9
204843,2018,4,2
866,2018,1,2091
866,2018,2,117
866,2018,3,18
866,2018,4,2
866,2018,5,4
866,2018,6,1
922379,2018,1,20603
922379,2018,2,396
922379,2018,3,51
922379,2018,4,14
922379,2018,5,14
922379,2018,6,5
922379,2018,9,4
934328,2018,1,3
1037352,2018,1,4
336816,2018,1,124
336816,2018,2,1
1090262,2018,1,2705
1090262,2018,2,125
1090262,2018,3,15
1090262,2018,4,11
1090262,2018,5,1
1090262,2018,6,1
1090262,2018,8,2
1090262,2018,11,1
1090262,2018,12,1
960994,2018,1,917
960994,2018,2,112
960994,2018,3,56
960994,2018,4,6
960994,2018,5,6
960994,2018,6,1
910746,2018,1,577
910746,2018,2,3
740380,2018,1,2119
740380,2018,2,46
740380,2018,3,19
740380,2018,4,7
1008266,2018,1,9
1008266,2018,2,1
1066273,2018,1,252
1066273,2018,2,8
1066273,2018,3,2
1066273,2018,4,1
1066273,2018,5,1
1046826,2018,1,30
937559,2018,1,1238
937559,2018,2,209
937559,2018,3,19
937559,2018,4,10
937559,2018,5,2
937559,2018,8,2
1025591,2018,1,246
1025591,2018,2,28
1025591,2018,3,1
923611,2018,1,13474
923611,2018,2,392
923611,2018,3,24
923611,2018,4,7
923611,2018,6,1
923611,2018,9,1
923611,2018,10,1
73,2018,0,0
917461,2018,1,511
917461,2018,2,19
1066032,2018,1,200
1066032,2018,2,22
1066032,2018,3,17
1066032,2018,4,3
964285,2018,1,4
1083999,2018,1,4
736877,2018,1,6522
736877,2018,2,313
736877,2018,3,27
736877,2018,4,2
736877,2018,5,1
736877,2018,9,1
834182,2018,1,241
834182,2018,2,10
877088,2018,1,44
737187,2018,1,78907
737187,2018,2,3007
737187,2018,3,430
737187,2018,4,86
737187,2018,5,21
737187,2018,6,1
737187,2018,11,1
737187,2018,14,1
997625,2018,1,4
1054418,2018,1,1245
1054418,2018,2,3
760278,2018,1,2389
760278,2018,2,207
760278,2018,3,34
760278,2018,4,1
749,2018,1,108
749,2018,2,2
749,2018,3,1
917386,2018,1,381
917386,2018,2,39
917386,2018,3,18
917386,2018,4,9
917386,2018,5,4
917386,2018,6,1
917386,2018,8,1
70038,2018,1,79
894545,2018,1,10730
894545,2018,2,780
894545,2018,3,188
894545,2018,4,32
894545,2018,5,4
894545,2018,6,1
894545,2018,7,2
894545,2018,10,1
1058064,2018,1,322
1058064,2018,2,32
1112489,2018,1,4530
1112489,2018,2,168
1112489,2018,3,60
1112489,2018,4,17
1112489,2018,5,13
1112489,2018,6,12
1112489,2018,8,1
1112489,2018,9,2
1112489,2018,11,1
1025339,2018,1,10
850645,2018,1,871
850645,2018,2,94
850645,2018,3,57
850645,2018,4,12
850645,2018,5,5
850645,2018,6,5
850645,2018,7,4
850645,2018,8,5
850645,2018,10,1
850645,2018,16,3
925720,2018,1,4478
925720,2018,2,284
925720,2018,3,57
925720,2018,4,11
925720,2018,5,5
1082096,2018,1,414
1082096,2018,2,10
1082096,2018,3,1
1077607,2018,1,1280
1077607,2018,2,39
1077607,2018,3,2
1077607,2018,4,3
883912,2018,1,279
883912,2018,2,18
1124504,2018,0,0
790728,2018,1,236
790728,2018,2,27
790728,2018,3,5
790728,2018,4,1
1104117,2018,1,777
1104117,2018,2,97
1104117,2018,3,4
1104117,2018,5,1
910985,2018,1,9137
910985,2018,2,322
910985,2018,3,71
910985,2018,4,25
910985,2018,5,11
910985,2018,6,2
910985,2018,7,2
910985,2018,8,1
910985,2018,9,1
910985,2018,10,1
910985,2018,11,1
910985,2018,18,1
779328,2018,1,14226
779328,2018,2,905
779328,2018,3,358
779328,2018,4,408
779328,2018,5,262
779328,2018,6,65
779328,2018,7,31
779328,2018,8,42
779328,2018,9,106
779328,2018,10,24
779328,2018,11,20
779328,2018,12,6
779328,2018,13,11
1078024,2018,1,311
1078024,2018,2,16
1078024,2018,3,1
751109,2018,1,12178
751109,2018,2,455
751109,2018,3,86
751109,2018,4,24
751109,2018,5,10
751109,2018,10,2
733316,2018,1,2995
733316,2018,2,88
733316,2018,3,6
733316,2018,4,3
738039,2018,1,10752
738039,2018,2,1086
738039,2018,3,183
738039,2018,4,18
738039,2018,5,8
738039,2018,6,4
738039,2018,7,3
738039,2018,8,3
738039,2018,10,2
738039,2018,11,4
738039,2018,12,2
738039,2018,13,2
738039,2018,14,1
738039,2018,16,2
647597,2018,1,192
647597,2018,2,11
647597,2018,3,1
1027344,2018,1,6258
1027344,2018,2,160
1027344,2018,3,33
1027344,2018,4,22
1027344,2018,5,2
1027344,2018,8,1
890871,2018,1,1754
890871,2018,2,32
890871,2018,3,4
890871,2018,4,11
97310,2018,1,241
97310,2018,2,4
97310,2018,3,4
1008755,2018,1,11
1008755,2018,2,1
905458,2018,1,699
1086796,2018,1,4
806938,2018,1,1460
806938,2018,2,155
806938,2018,3,8
806938,2018,4,10
806938,2018,5,2
806938,2018,8,2
655414,2018,1,50
655414,2018,2,1
966,2018,1,2989497
966,2018,2,77518
966,2018,3,8940
966,2018,4,2774
966,2018,5,1326
966,2018,6,797
966,2018,7,255
966,2018,8,112
966,2018,9,105
966,2018,10,45
966,2018,11,18
966,2018,12,20
966,2018,13,51
966,2018,14,15
966,2018,15,18
966,2018,16,5
966,2018,17,29
966,2018,18,5
966,2018,19,1
966,2018,20,9
966,2018,21,6
966,2018,22,12
966,2018,25,6
966,2018,28,1
966,2018,29,2
966,2018,31,2
966,2018,49,1
966,2018,161,1
889930,2018,1,415
889930,2018,2,4
47683,2018,1,456
47683,2018,2,17
765611,2018,1,54071
765611,2018,2,1850
765611,2018,3,164
765611,2018,4,16
765611,2018,5,1
765611,2018,6,1
765611,2018,7,1
1120644,2018,1,101
1120644,2018,2,1
1120644,2018,3,3
1120644,2018,6,1
838491,2018,1,207
838491,2018,2,30
838491,2018,3,6
1093034,2018,1,28
1093034,2018,2,2
1093034,2018,5,1
931646,2018,1,1373
931646,2018,2,56
931646,2018,3,1
931646,2018,5,2
933777,2018,1,171
933777,2018,2,3
1037646,2018,1,1354
1037646,2018,2,264
1037646,2018,3,11
1037646,2018,4,7
1037646,2018,5,3
1037646,2018,6,1
1037646,2018,8,1
956488,2018,1,457
956488,2018,2,138
956488,2018,3,12
956488,2018,4,10
956488,2018,5,3
956488,2018,6,4
956488,2018,7,1
956488,2018,8,1
956488,2018,9,2
826894,2018,1,1309
826894,2018,2,194
826894,2018,3,59
826894,2018,4,12
826894,2018,5,1
738660,2018,1,16577
738660,2018,2,928
738660,2018,3,130
738660,2018,4,36
738660,2018,5,3
738660,2018,6,7
738660,2018,16,1
1067975,2018,1,12
1067975,2018,2,5
1067975,2018,4,2
998207,2018,1,5230
998207,2018,2,100
998207,2018,3,3
998207,2018,5,1
981196,2018,1,58
981196,2018,2,1
853866,2018,1,19704
853866,2018,2,1482
853866,2018,3,198
853866,2018,4,58
853866,2018,5,22
853866,2018,6,5
853866,2018,7,2
984377,2018,1,348
984377,2018,2,19
147371,2018,1,680
147371,2018,2,91
147371,2018,3,6
978460,2018,1,4
1105861,2018,1,2216
1105861,2018,2,70
1105861,2018,3,13
1113796,2018,1,4
746952,2018,1,630
746952,2018,2,11
746952,2018,3,1
746952,2018,4,7
746952,2018,5,4
746952,2018,6,2
746952,2018,7,1
937444,2018,1,15959
937444,2018,2,937
937444,2018,3,176
937444,2018,4,37
937444,2018,5,6
937444,2018,6,9
937444,2018,8,2
937444,2018,9,1
937444,2018,14,1
937444,2018,18,1
824362,2018,1,5007
824362,2018,2,57
824362,2018,3,14
824362,2018,5,1
824362,2018,20,2
681133,2018,1,285
681133,2018,2,10
681133,2018,3,6
905432,2018,1,92
120740,2018,1,64
120740,2018,2,5
120740,2018,3,2
120740,2018,4,1
733720,2018,1,5789
733720,2018,2,176
733720,2018,3,11
733720,2018,4,3
748524,2018,1,748
748524,2018,2,33
791124,2018,1,895
791124,2018,2,24
791124,2018,3,3
791124,2018,4,1
855826,2018,1,6565
855826,2018,2,358
855826,2018,3,48
855826,2018,4,4
1088501,2018,1,9
1088501,2018,2,1
1019128,2018,1,17
737434,2018,1,22007
737434,2018,2,989
737434,2018,3,132
737434,2018,4,52
737434,2018,5,3
737434,2018,6,8
737434,2018,7,4
737434,2018,8,1
737434,2018,9,2
737434,2018,10,1
737434,2018,11,2
737434,2018,13,1
737434,2018,14,2
936599,2018,1,470
936599,2018,2,49
936599,2018,3,5
497384,2018,1,219
497384,2018,2,15
497384,2018,3,1
497384,2018,4,9
497384,2018,7,1
497384,2018,8,1
497384,2018,9,1
497384,2018,10,1
497384,2018,11,1
497384,2018,12,2
497384,2018,14,1
806175,2018,1,1533
806175,2018,2,360
806175,2018,3,24
806175,2018,5,1
806175,2018,7,1
1015127,2018,1,457
1015127,2018,2,138
1015127,2018,3,12
1015127,2018,4,10
1015127,2018,5,3
1015127,2018,6,4
1015127,2018,7,1
1015127,2018,8,1
1015127,2018,9,2
983600,2018,1,481
983600,2018,2,75
983600,2018,3,10
983600,2018,4,4
983600,2018,5,1
983600,2018,6,3
983600,2018,7,2
983600,2018,10,1
983600,2018,13,1
983600,2018,14,1
907790,2018,1,111
907790,2018,2,2
428139,2018,1,25
989164,2018,1,9
659840,2018,1,17
659840,2018,2,3
659840,2018,3,2
882,2018,1,125
882,2018,2,6
882,2018,3,1
884619,2018,1,2277
884619,2018,2,131
884619,2018,3,6
710,2018,0,0
27826,2018,1,686
27826,2018,2,13
27826,2018,3,1
1119652,2018,1,57
926006,2018,1,352473
926006,2018,2,12482
926006,2018,3,1638
926006,2018,4,444
926006,2018,5,157
926006,2018,6,146
926006,2018,7,43
926006,2018,8,23
926006,2018,9,3
926006,2018,10,19
926006,2018,11,2
926006,2018,12,1
926006,2018,13,12
926006,2018,20,1
926006,2018,21,4
989594,2018,1,404
989594,2018,2,38
989594,2018,3,2
989594,2018,4,1
956632,2018,1,3664
956632,2018,2,72
956632,2018,3,3
956632,2018,4,6
956632,2018,6,1
1084501,2018,1,237
1084501,2018,2,6
994011,2018,1,16028
994011,2018,2,383
994011,2018,3,11
994011,2018,4,6
994011,2018,5,2
932798,2018,1,294291
932798,2018,2,23027
932798,2018,3,4736
932798,2018,4,1867
932798,2018,5,715
932798,2018,6,673
932798,2018,7,942
932798,2018,8,912
932798,2018,9,461
932798,2018,10,22
932798,2018,11,14
932798,2018,12,10
932798,2018,13,8
932798,2018,14,6
932798,2018,15,2
932798,2018,16,1
799994,2018,1,778
799994,2018,2,20
799994,2018,3,1
799994,2018,4,2
1063977,2018,1,25540
1063977,2018,2,355
1063977,2018,3,55
1063977,2018,4,8
1063977,2018,5,1
760590,2018,1,763
760590,2018,2,38
760590,2018,5,1
763352,2018,1,1986
903888,2018,1,1247
903888,2018,2,73
903888,2018,3,10
903888,2018,5,2
1101411,2018,1,9
669880,2018,1,780
669880,2018,2,8
780513,2018,1,483
780513,2018,2,10
780513,2018,3,11
780513,2018,4,1
780513,2018,5,4
780513,2018,8,1
780513,2018,9,1
780513,2018,10,1
904849,2018,1,189
904849,2018,2,22
904849,2018,3,4
782174,2018,1,2245
782174,2018,2,83
782174,2018,3,5
782174,2018,4,1
276,2018,1,141
276,2018,2,12
447868,2018,1,513
447868,2018,2,35
447868,2018,3,7
447868,2018,4,7
447868,2018,6,2
745159,2018,1,79
745159,2018,2,3
1038672,2018,1,646
1038672,2018,2,14
1038672,2018,3,2
794223,2018,1,297901
794223,2018,2,12466
794223,2018,3,1481
794223,2018,4,265
794223,2018,5,64
794223,2018,6,37
794223,2018,7,26
794223,2018,8,21
794223,2018,9,4
794223,2018,10,11
794223,2018,13,5
794223,2018,14,1
794223,2018,20,1
794223,2018,21,1
794223,2018,23,1
794223,2018,25,2
259699,2018,1,21
259699,2018,2,5
259699,2018,3,1
1044852,2018,1,546
1044852,2018,2,27
1044852,2018,7,1
1044852,2018,8,1
968595,2018,1,2531
968595,2018,2,384
968595,2018,3,43
968595,2018,4,13
968595,2018,5,8
968595,2018,9,1
980126,2018,1,231967
980126,2018,2,7095
980126,2018,3,7352
980126,2018,4,157
980126,2018,5,114
980126,2018,6,75
980126,2018,7,28
980126,2018,8,15
980126,2018,9,10
980126,2018,10,2
980126,2018,11,5
980126,2018,12,2
980126,2018,13,1
980126,2018,14,2
980126,2018,16,1
980126,2018,17,1
980126,2018,20,1
980126,2018,21,1
980126,2018,23,2
980126,2018,51,1
911593,2018,1,170
911593,2018,2,8
911593,2018,3,1
1065871,2018,1,2297
1065871,2018,2,115
1065871,2018,3,15
1065871,2018,4,2
1065871,2018,5,3
1065871,2018,9,1
1065871,2018,10,1
748153,2018,1,823
748153,2018,2,60
748153,2018,3,4
959358,2018,1,7
317797,2018,1,14121
317797,2018,2,607
317797,2018,3,39
317797,2018,4,4
317797,2018,5,4
317797,2018,6,1
317797,2018,8,1
1091309,2018,1,4
319776,2018,1,163
319776,2018,2,7
319776,2018,5,1
737539,2018,1,28930
737539,2018,2,704
737539,2018,3,59
737539,2018,4,14
737539,2018,5,2
737539,2018,6,1
813839,2018,1,1717
813839,2018,2,53
813839,2018,3,7
813839,2018,5,3
813839,2018,15,1
977794,2018,1,115
953331,2018,1,5576
953331,2018,2,421
953331,2018,3,38
953331,2018,4,11
953331,2018,13,1
957568,2018,1,194
957568,2018,2,7
1026268,2018,1,5
974384,2018,1,41
987847,2018,1,6090
987847,2018,2,411
987847,2018,3,71
987847,2018,4,14
987847,2018,5,2
987847,2018,7,2
987847,2018,9,1
987847,2018,10,1
999738,2018,1,27956
999738,2018,2,3012
999738,2018,3,517
999738,2018,4,64
999738,2018,5,12
999738,2018,6,6
999738,2018,7,4
866536,2018,1,9592
866536,2018,2,436
866536,2018,3,82
866536,2018,4,4
740449,2018,1,1260
740449,2018,2,83
740449,2018,3,6
740449,2018,4,4
740449,2018,5,2
770588,2018,1,1738
770588,2018,2,91
770588,2018,3,23
770588,2018,4,38
737305,2018,1,23951
737305,2018,2,1242
737305,2018,3,149
737305,2018,4,22
737305,2018,5,7
737305,2018,7,1
737305,2018,8,1
737305,2018,10,1
737305,2018,11,3
737305,2018,13,1
737305,2018,15,2
755315,2018,1,2920
755315,2018,2,166
755315,2018,3,35
755315,2018,4,6
1054520,2018,1,4
1107870,2018,1,11286
1107870,2018,2,271
1107870,2018,3,32
1107870,2018,4,24
1107870,2018,5,11
1107870,2018,6,2
1107870,2018,10,4
1107870,2018,14,2
1107870,2018,15,1
1107870,2018,16,1
349,2018,1,79
349,2018,2,2
350,2018,1,40
738585,2018,1,1006
738585,2018,2,185
738585,2018,3,24
738585,2018,4,5
738585,2018,5,1
628249,2018,1,600
628249,2018,2,16
1106848,2018,1,2216
1106848,2018,2,70
1106848,2018,3,13
889824,2018,1,18762
889824,2018,2,1926
889824,2018,3,399
889824,2018,4,76
889824,2018,5,60
889824,2018,6,27
889824,2018,7,40
889824,2018,8,24
889824,2018,9,5
889824,2018,10,5
1088085,2018,1,10
830971,2018,1,563
830971,2018,2,13
921435,2018,1,94
921435,2018,2,9
921435,2018,3,2
921435,2018,6,1
864566,2018,1,9927
864566,2018,2,604
864566,2018,3,61
864566,2018,4,39
864566,2018,5,5
864566,2018,7,3
1072463,2018,1,659
1072463,2018,2,47
1072463,2018,3,1
1072463,2018,5,1
1106840,2018,1,2216
1106840,2018,2,70
1106840,2018,3,13
919047,2018,1,1149
919047,2018,2,84
819238,2018,1,3173
819238,2018,2,131
819238,2018,3,79
819238,2018,4,71
819238,2018,5,78
819238,2018,6,30
819238,2018,7,3
819238,2018,12,1
1041761,2018,1,510647
1041761,2018,2,8824
1041761,2018,3,689
1041761,2018,4,156
1041761,2018,5,35
1041761,2018,6,9
1041761,2018,7,2
1041761,2018,8,3
1041761,2018,9,7
1041761,2018,10,6
1041761,2018,11,2
1041761,2018,12,2
1041761,2018,13,6
1041761,2018,14,4
1041761,2018,15,3
1041761,2018,17,4
1041761,2018,20,2
1041761,2018,22,2
1041761,2018,31,2
1085832,2018,1,2856
1085832,2018,2,73
1085832,2018,3,6
1085394,2018,1,757
1085394,2018,2,83
1085394,2018,3,20
1085394,2018,4,2
863285,2018,1,2339
863285,2018,2,188
863285,2018,3,8
863285,2018,4,5
1058745,2018,1,2239
1058745,2018,2,143
1058745,2018,3,26
1058745,2018,4,5
1058745,2018,5,1
1058745,2018,6,2
1058745,2018,7,4
1058745,2018,9,4
1058745,2018,10,2
753035,2018,1,7004
753035,2018,2,272
753035,2018,3,20
902020,2018,1,22876
902020,2018,2,588
902020,2018,3,17
902020,2018,4,1
902020,2018,5,3
902020,2018,6,1
902020,2018,7,1
902020,2018,9,1
902020,2018,16,4
902020,2018,17,2
902020,2018,18,6
902020,2018,19,2
902020,2018,22,1
902020,2018,24,1
902020,2018,25,1
902020,2018,28,1
786495,2018,1,14142
786495,2018,2,339
786495,2018,3,49
786495,2018,4,19
786495,2018,5,6
786495,2018,6,2
786495,2018,7,9
786495,2018,9,2
786495,2018,10,2
786495,2018,11,4
786495,2018,12,1
786495,2018,15,3
786495,2018,21,1
786495,2018,23,1
786495,2018,24,3
786495,2018,31,1
786495,2018,37,1
786495,2018,38,1
786495,2018,39,1
786495,2018,40,1
930379,2018,1,16359
930379,2018,2,821
930379,2018,3,84
930379,2018,4,10
930379,2018,5,2
960579,2018,1,1374
960579,2018,2,55
960579,2018,3,1
755785,2018,1,152
755785,2018,2,14
744699,2018,1,1435
744699,2018,2,37
971538,2018,1,750509
971538,2018,2,49802
971538,2018,3,17488
971538,2018,4,9438
971538,2018,5,5808
971538,2018,6,3518
971538,2018,7,1372
971538,2018,8,747
971538,2018,9,562
971538,2018,10,289
971538,2018,11,258
971538,2018,12,116
971538,2018,13,85
971538,2018,14,77
971538,2018,15,84
971538,2018,16,52
971538,2018,17,21
971538,2018,18,23
971538,2018,19,21
971538,2018,20,19
971538,2018,21,23
971538,2018,22,13
971538,2018,23,14
971538,2018,24,12
971538,2018,25,5
971538,2018,26,14
971538,2018,27,3
971538,2018,28,10
971538,2018,29,4
971538,2018,30,2
971538,2018,31,6
971538,2018,32,7
971538,2018,33,4
971538,2018,34,3
971538,2018,35,2
971538,2018,36,5
971538,2018,37,3
971538,2018,38,3
971538,2018,39,2
971538,2018,46,1
971538,2018,47,2
971538,2018,48,5
971538,2018,49,1
971538,2018,50,6
971538,2018,51,7
971538,2018,52,1
971538,2018,54,1
971538,2018,57,1
971538,2018,58,1
971538,2018,59,1
971538,2018,60,1
971538,2018,63,1
971538,2018,65,1
971538,2018,67,1
971538,2018,69,2
971538,2018,70,1
971538,2018,71,2
971538,2018,74,2
971538,2018,76,1
971538,2018,77,1
971538,2018,103,1
971538,2018,111,1
971538,2018,174,1
994817,2018,1,1801
994817,2018,2,61
994817,2018,3,11
994817,2018,4,14
865370,2018,1,1108
865370,2018,2,65
865370,2018,3,12
865370,2018,4,4
865370,2018,5,6
865370,2018,6,5
1037620,2018,1,3450
1037620,2018,2,163
1037620,2018,3,21
1037620,2018,4,3
1037620,2018,5,2
1037620,2018,11,1
880148,2018,1,1549
880148,2018,2,79
880148,2018,3,9
880148,2018,4,4
982725,2018,1,396
982725,2018,2,2
1105885,2018,1,2216
1105885,2018,2,70
1105885,2018,3,13
724746,2018,1,149
724746,2018,2,8
724746,2018,3,1
909094,2018,1,92
909094,2018,2,2
909094,2018,3,1
982910,2018,1,18
924336,2018,1,4769
924336,2018,2,44
924336,2018,3,6
924336,2018,4,7
924336,2018,5,1
924336,2018,6,1
650880,2018,1,1690
650880,2018,2,184
650880,2018,3,6
650880,2018,5,2
650880,2018,6,2
818384,2018,1,2965
818384,2018,2,198
818384,2018,3,1
762107,2018,1,450
762107,2018,2,22
762107,2018,7,4
762107,2018,8,6
997520,2018,1,116
997520,2018,2,4
1073232,2018,1,3982
1073232,2018,2,276
1073232,2018,3,12
754400,2018,1,1509
754400,2018,2,53
754400,2018,3,15
754400,2018,4,6
754400,2018,5,1
754400,2018,6,2
754400,2018,8,1
732,2018,1,1
1122532,2018,1,4
1102037,2018,1,384
1102037,2018,2,3
1102037,2018,3,1
829016,2018,1,6729
829016,2018,2,466
829016,2018,3,73
829016,2018,4,15
829016,2018,5,3
829016,2018,6,1
1073818,2018,1,334
1073818,2018,2,9
1073818,2018,3,2
895176,2018,1,682
895176,2018,2,12
895176,2018,3,3
752635,2018,1,7660
752635,2018,2,789
752635,2018,3,44
752635,2018,4,115
752635,2018,5,3
1035044,2018,1,4
706242,2018,1,465
706242,2018,2,33
706242,2018,3,13
706242,2018,4,2
706242,2018,5,2
706242,2018,6,1
770589,2018,1,311
770589,2018,2,36
770589,2018,3,1
770589,2018,4,2
931002,2018,1,13285
931002,2018,2,1838
931002,2018,3,64
931002,2018,4,5
931002,2018,5,1
1022136,2018,1,302
1022136,2018,2,8
1022136,2018,4,4
844770,2018,1,546
844770,2018,2,22
844770,2018,3,5
844770,2018,5,4
844770,2018,6,1
833753,2018,1,1738
833753,2018,2,109
833753,2018,3,12
833753,2018,4,1
833753,2018,7,1
759345,2018,1,207
1033088,2018,0,0
957773,2018,1,194
957773,2018,2,10
957773,2018,3,4
957773,2018,4,1
957773,2018,5,1
957773,2018,6,1
957773,2018,8,1
957773,2018,9,1
957773,2018,11,1
1082309,2018,1,1588
1082309,2018,2,100
1082309,2018,3,6
1082309,2018,5,4
