url,to,from
"https://github.com/mrniktarasov/2019-2-atom-frontend-n-tarasov.git","8fa9ccf47a3d6aea525cda63e7dfde81b5c2d673","e942d2699e1596ee5c8bf627dfa48ef7084709fa"
"https://github.com/vinnyhoward/til.git","50893560b6c8f3366d2d039ab9fb9ac5db678a85","b2be55e88c8451bbb2cc1c3837560051abb420fb"
"https://github.com/jyon124/scrapbook_frontend.git","79cc2b7cdd1bbed3ea47fc15af0bbeea04590f55","0d6121af510828d8507b475e87a2e2eeee9e1c17"
"https://github.com/copperfield013/deprecated_datacenter.git","cef6b927883722188f777c210169a9dd1285fae5","0da5c79e04715764620b308d818adce975501f83"
"https://github.com/jimmymac387/release-based-workflow.git","52e64df0302b23538dceeea158bb510b8b93edac","783b39466fba1ba7510731fe85e22306d2ba8758"
"https://github.com/lambda-school-labs/buddy-app-be.git","66d503f27d1442029f021bba3b15a4d7573daed2","132c0884e698f9e7aeb5f24ad29245b30412160a"
"https://github.com/sungjaeeom/slate.git","4f329c6890e72bea03641665569db9a93a8e0f1e","f326b1fa5e45471df210e543c16954ebe5f771a6"
"https://github.com/octo-kumo/kumo-discord-bot.git","95eb2f0cca8a5fceeb3025dd4cc13d3c10a32c29","b9a3a8ab54dac92746376d151d6d3e9cf50d6ad6"
"https://github.com/slkrishn/slate.git","e3d77f11e042cbf6281455ed324a0e78986b37bb","95f924fd0d82c2a43db64edd22f41d7ba870261c"
"https://github.com/mxmaslin/otus_web.git","b90ad69e1b5c1828fa2ace165710422d113d1d17","b720d59d92f3a9574438b10a6e1ed5e93fc2ec48"
"https://github.com/lizzyhanna/hr_application.git","3908b3d409e2251a8858bc4e2632ea837c7aa854","abb950467caab581620e6998ee603d149c0c72d4"
"https://github.com/mosmaall/todo-web.git","2c05c6919a24b3e8ca27a0604c85a084fbfc86b4","30574a1ddcd78c6cc773c868b42dfe9004b0982a"
"https://github.com/nhutnh95/demo-res.git","8f36e4277e498c1d59138f8aa80adb8f8e9d7db7","3c6d4b6a8b12b33614871c50108a11682d3177fe"
"https://github.com/straubcreative/niagara_falls_answers.git","31e233af8283aba82ae72a776cc166ad99181558","6b9bf68f77b08acd2682a32b7c42a1f4d73a0a71"
"https://github.com/cs17b011/mindsprint.git","bbd9c4eb0cf10008e2f9d06c7bbaa2b5d8975385","f715d3d5e4cfc31cfc4484db60b911ec51e80a07"
"https://github.com/6gawd/whatsfordinner3.git","52f4c0e9e4995cd22746d0c8bb8c28c7a26f5342","3240f2ae52af02001b63bcd7eddbf82a9e2349ee"
"https://github.com/mattpeet/matt-peet-illustration.git","aab58c9d78342452aac4819e0b72474ce8b45e0a","2f0c1fe863d325f3a84793ef976f8144cc3f3b3d"
"https://github.com/txvoz/booking-server.git","79f5916a3295e18ce614e96eb890a456673b2b77","79f5916a3295e18ce614e96eb890a456673b2b77"
"https://github.com/skhizerabass/fexmessenger.git","ee60badcc320ef78fe7e3eb6766a2efb70c9fa4f","3a878724154564b8ebd520edf11956831351e19f"
"https://github.com/ox15/ox15.github.io.git","087b26a0a7ba2dfef8cf65ebb81066d01f5861da","ddd8e73d54c04206c8cf404057ddf4d7dc0cf186"
"https://github.com/nizarkhsib/first-react-app.git","4433682acabdcfd9cfb13e75f0369d4d80b5300b","6f98259b4eee448ba84b084c39923f6fd868d639"
"https://github.com/vfasteng/riftsketchedit.git","e3e45f52f5b044dc8d2ebd3ce5c6bc6f88b6b0cf","7660a92d230215e0a3c174a6698011e51b66208c"
"https://github.com/yumiko2695/yumi-s-house.git","ed27ccb20ee1d10d35ed0264d74445b43188343c","6a5f930fd2eb5eca8c17bea0b46ddc25041a8334"
"https://github.com/lancehamilton24/bewell-in-school.git","b798cbaa2a23ba420554e1bed34f488df409b754","f58860344d1f095c2b48c6b5ddafae8f9b0585b9"
"https://github.com/j4dream/cs-table.git","17226957035448b5b3ad84f54d8dff261d473dbb","5725e723a7f60c02bb3b4b8eb5312e70db9cdda7"
"https://github.com/akshay23sept/akshay23sept.github.io.git","a5dedc1a3efe295a5c8b01433a6d41f32c82221b","c789043881c8b1d034d46eb7f44f7c375b8c8cb8"
"https://github.com/overleaf/metrics-module.git","08be393709d9bca4221dc9d05653cfd1b5935a7b","70ec1b2e503aab8c4f29eae949ed014ca9591cf1"
"https://github.com/chinwailun/talkabout.git","2e1f68b505f9c38d0cdef64f6af4884036f8a6b6","a3ba5535a4df3cd9af5af8c3decc6529196b1ae1"
