url,to,from
"https://github.com/googlechromelabs/carlo.git","8f2cbfedf381818792017fe53651fe07f270bb96","3e76b05c97efb390701727b0a29a9e1d89d0a22b"
"https://github.com/nodejs/node.git","e5670f49682ced87451e5fc1e56d7d3fc396c6f2","31d6d9d0f7cc8e39bc183d66961ec09033a621c2"
"https://github.com/jquery/jquery.git","2f8f39e457c32c454c50545b0fdaa1d7a4a2f8bd","b930d14ce64937e9478405eee2828d4da091d2cb"
"https://github.com/webpack/webpack.git","ebb7f61a1152eac3550624c17c6d894f26153290","fa5cc4500d9717c7e06cf970035351cbb8b915f8"
"https://github.com/30-seconds/30-seconds-of-code.git","b3301457dae069b61349f8fc70b71f9458bf0842","bb4d16f8b399ee7255f4fb8349d34131a57900f5"
"https://github.com/facebook/react-native.git","1bc885b8b856c7a050f0df68d9a09ca7581d0220","6c1ee871c07795546acd0a14fb88513bdebe9615"
"https://github.com/hakimel/reveal.js.git","01d8d669bc2b681b595262ccbe27293eec2fcb44","98a6d1de6be0e4acf03d8ef0427ccd685047f89b"
"https://github.com/expressjs/express.git","06d11755c99fe4c1cddf8b889a687448b568472d","8fe5fd89c6392c055bf9a05b7f0fe855b264a91d"
"https://github.com/atom/atom.git","d6c3cdc97909382996402641f53325e64da9f862","0227d4256ea8972add2efda7b5d41ab4a93c289c"
"https://github.com/facebook/create-react-app.git","08dc7ab0f520f680b678556edeb702a5791af20e","18e56da3b7fad7c0cc468c63799936893695c199"
"https://github.com/facebook/react.git","8723e772b98d1a61aa0170981483c4da1e9237c5","4b7f8496a8fe4d1dabf69acebc0bed13c520917c"
"https://github.com/meteor/meteor.git","3427057e07e77d8763545472232b0b9fbd9f2f16","0561124bdefc7594d6e51b3a4175fff9faeb334f"
"https://github.com/storybookjs/storybook.git","ed40e92cb76fe70f488908d0b3abb3202e8408b1","1d5379426b34f96f8c762016896ba3d286f53b4b"
"https://github.com/reduxjs/redux.git","3ba88f24d31f6cc1670d0e0ccc968ba5c1261112","697f578b6203a709151c3305e2242f3871aaa205"
"https://github.com/evergreen-ci/evergreen.git","72ed209f7e784bee7b9a5286f9eb0cf125d97359","599b9eedb36f85b0724f8f9449c27b203ca2a9f0"
"https://github.com/axios/axios.git","5bc9ea24dda14e74def0b8ae9cdb3fa1a0c77773","17a967123cc1c06f15146a463b99816d4ca5f2b2"
"https://github.com/laravel/telescope.git","e82daf606bf4ac64c445b5bd58f80784dd16f97a","5ebaf04bb37e86de86be84215b1a67f940091fe8"
"https://github.com/freecodecamp/freecodecamp.git","f8aa621672fbe7d81e551ab2a54e924907a6cc9f","e9614d60d4383b74fbc249b3920c6653a158bc05"
"https://github.com/nodejs/citgm.git","5fd10b4af59f91c2640dc9982811385fc991e2cc","b92578038a3cd12837ab701a18a88b9b3a9160b9"
