url,to,from
"https://github.com/skkuse02/2019fall_42class_team1.git","0433a527ae869f44b4f342d0075f7a5ab82471b5","7880296295175e21dec4ce5263760cdac84b466c"
"https://github.com/zgmarijan/gitforteams.git","0e320375bc3d8813bdddb37bc0f0a17e9b561030","2db982dbfd4d7d66b676599158a009b1a4115f4d"
"https://github.com/project-sharingweb/sharingweb-react.git","7ca4eb61cad869853b7b72839506e954b82d570a","a368425b02ee961bdb1242fe820e962899a4e224"
"https://github.com/jdej/uop-backend.git","f5ca4fa230a01423236ad95753710e2efe37c320","3ebbb1669d06cf906910e70f0f252d8b8d94de4c"
"https://github.com/xuanloi1408/react-video-recorder.git","dc441024546cfe9862e5e4a8bc0ea3a72840833e","a3fb7ff4d9564f5f73a00ebb1aedecc00e0576fa"
"https://github.com/logandk/serverless-wsgi.git","e596820dee9b1c3cbff9a2981c2630da145d1d73","fae504b389afd6c6d31c6d37f594cb418a3f3482"
"https://github.com/vikasrep/book-store.git","f6ce8d39b94f718bba5f4ab150634689dd032add","2e7e38261ed82143dcf67ac31ec6980a933c626e"
"https://github.com/prizey/prizey-web.git","e8fa61071d69a295397656cd5e52645ba5782562","4becd70abf4509cf5b1a461d884e80f162f1668f"
"https://github.com/grace-chopper/grace-chopper.git","99cde130c3d8fdf411065add3365c3ffe7712d5c","bb2e98a6a9bb5db47d94682e3a520928a6eb7197"
"https://github.com/ankhone/arc-dao-stack.git","20eb4106035eb5b1fc17964dbb3f8f2dd8bb5371","1d6cfcb6ae3b3fe176f3840c51eb27ddcf936391"
"https://github.com/gustavoernandes/gatsby-starter-netlify-cms.git","4cb6da362de937d9974803d8ff32cff4292ec3a3","15f5a77c476cc0339b1625d72721c88b536c754c"
"https://github.com/gabbloquet/arbre-de-lespoir.git","9d2569e5c368888bb727c9c88b2186ed34fc4300","d6d11ae00f3c6b915c175f5fb0c883b9fd35bb6a"
"https://github.com/learn-co-students/map-state-to-props-lab-nyc-web-082619.git","ead61ff840ae7ec0dc18405f0d2263f9edc4b2b2","176d06a77cef094e502c6379d84ab0ba4fe9b837"
"https://github.com/ncss/necsus.git","d662dfec5b90476bb56c224d69430339344529ba","54f83d9279919f237621301d6cd22de4219f90a3"
"https://github.com/fuadguluzade/forum-app-project2.git","e4a79e5ed9de3fff6485ce855892e5007678e3a0","fd9620d3dbc1360d753574b7edcc2bc98bca76e8"
"https://github.com/fredsantos101/biggeo.git","890b0158a5ccafcbf14ae97a329d1fca7c57c89e","58db90903a094bda7a421479887c153b1e333feb"
"https://github.com/eleerogers/campsiter.git","2b0ee376508a4a1f9985c220c4b9798c45293cb7","85f9ace08efb220e17e4ff4404b91872c4c6e1c3"
"https://github.com/duffwang/magicmirror.git","a31546b1ff8c7c10e12d7acbab063297d59c6b93","00922891052041c2c9f02926d77ccd5114698bf0"
"https://github.com/wangtongmeng/front-end-practice.git","2d50bb31aba20c773c4931906aefffa2639a6438","837b3308c2c406196510a7e2b6047c7675b81216"
"https://github.com/phantom-blue/phantom-blue.git","3637b1547de171fa8ae28423799e996a3088951b","5e7263d374490abb8b05d322992b877b70017487"
"https://github.com/erik-krogh/sudoslider.git","36461b800aeeda39f780d60a4e3a4203edbebe06","960253a643bd57f6ffeef8ff8e0b03a713a02c75"
"https://github.com/pizzooid/wohindasleben.git","4cb6da362de937d9974803d8ff32cff4292ec3a3","15f5a77c476cc0339b1625d72721c88b536c754c"
"https://github.com/bioplatformsaustralia/bpaotu.git","978658bfce750105fe72348d761dc319a56a3fd1","c129d9185ed0f8065f7a965006a9fbe05f0b25c9"
"https://github.com/miudit/gatsby-starter-netlify-cms.git","ab8bcb21904593d74f16f1608a3443051763537d","b75c25b3230d59144a5f72fa93e10e158abe6406"
"https://github.com/planetfederal/qgis-webappbuilder-plugin.git","ceed00caa091ca875feef624c1cf4a12bb23cda4","22438188df3bf2764dc707f246462eabcbedc2b1"
"https://github.com/monmanuela/rona-v2.git","a56dca26de054977783196add322b6b8c2f622a8","2a880d93991180e19945798cc12954a565d121bd"
"https://github.com/pikselpalette/jirascope.git","657724f9c2556e89f886483e51e27277cbb17a64","39431ecdd6aa5ca5e792d295e4f688c5b4c89880"
"https://github.com/wandevs/wandex-front-end.git","0d68015390c9c05d569452400e1f650aa8d6b50d","48b80efedfffe5ce61399f6bc6a6d2aeed047810"
"https://github.com/r-darwish/whats-new-in-python3.git","09af9d8a0f446f384866bb06b40fd9e26b9a115d","65bdccd5807b6dfecad6eb3ea38872436d291e81"
"https://github.com/i3bar/core.git","674480db75d91bfc265d9ef55ea592452ec394ce","099e940f74ead4c524ac4a20935c6401c8e40254"
